School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Received,B_W_G_Received,Rice_Excess,B_W_G_Excess,Rice_Remaining,B_W_G_Remaining,B_W_G_Temperatures,Rice_Temp,Missed_Food,Next_Day_Projection,Food_Arrival_Time,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By,Week,Weekday,Missed_Projection
Riamute Primary,21-01-25,Turmeric Rice and Beans,350,353,327,26,0,3,14,0,3,88,106,10,0,3,2,65,70,0,360,9:50:00,12:00:00,13:20:00,,*The food was delicious and hot.,Queues were orderly and organised with the help of TOD,*The number of actual taps was 353 a higher number than previous day which was 343.,We had 14 failed taps today a lower number than previous day which was 16 as the parent didn't top up their account,,Week3,Tuesday,-3
Thuita Primary,21-01-25,Turmeric Rice and Beans,260,248,248,0,0,2,8,0,3,66,79,5,0,3,4,62,70,0,255,10:41:00,12:10:00,13:15:00,Projecting this number because I expect those with failed taps to top up .,The food was delicious,I properly managed the queue without assistance.,The number of actual meals decreased from 253 to 248 .This is because some parents forgot to top up on time.,The number of failed taps increased from 5 to 8.This is because some parents forgot to pay on  time.,Tabitha Gachi,Week3,Tuesday,12
Ak Magugu Primary,22-01-25,Rice and Beans,455,451,416,35,0,3,20,1,1,115,137,0,0,0,0,62.8,71.1,0,450,9:29:00,12:20:00,13:30:00,,The food was delicious.,"The queues were orderly, especially with the help of the teacher on duty.",The number of actual meals served  increased  slightly from 450 to 451. More parents had topped up their accounts.,The number of failed taps  increased from 14 to 20 .Respective parents had not topped up their account .,Margaret  Maigua.,Week3,Wednesday,4
Gataka Primary,22-01-25,Rice and Beans,295,293,268,25,0,2,5,1,1,74,89,10,0,5,0,67,71,0,295,10:51:00,12:35:00,13:33:00,The turnout will be higher as we expect that parents who had not paid for their kids will do so by tomorrow.,The food was delicious.,The teacher on duty helped with line management.,The total number of actual meals  rose from 291 to 293.More  parents paid for their kids on time.,The number of failed taps dropped from 12 to 5. We reminded kids to request  their parents to top up their accounts on time to further decrease this number.,Esther  Wanjiru  Kimani,Week3,Wednesday,2
Gathaithi Primary,22-01-25,Rice and Beans,590,580,518,62,0,3,12,0,3,148,178,10,0,2.5,3,62,76.8,0,590,9:03:00,12:40:00,12:15:00,We still expect a higher turnout tomorrow.,The food was delicious.,The teacher on duty assisted with queue management .,The total number of actual meals served was 580. A decrease from 586. Some parents failed to top up and a few kids missed school today.,The number of failed taps was 12 a decrease from 16. Few parents topped up.,Jane Wanjiru,Week3,Wednesday,10
Gathangari Primary,22-01-25,Rice and Beans,430,454,454,0,0,3,2,3,1,108,130,10,0,0,0,60,64,0,460,11:21:00,12:00:00,13:30:00,,The food was tasty,queue management was good with the help of the teacher on duty.,successful taps increased from 428 to 454. Most of the pupils were present today and the parents remembered to top up their accounts .,failed taps reduced from 4 to 2. We were unable to reach the parents.,,Week3,Wednesday,-24
Gathanji Primary,22-01-25,Rice and Beans,380,368,337,31,0,3,14,0,0,96,115,0,0,3,3,63.3,67.5,0,375,9:42:00,12:25:00,13:23:00,,The Meal was delicious.,line management  was well maintained by the Teacher on duty .,The actual meals served today was 368 compared to 377 yesterday . Some learners were absent attending a burial.,Failed taps today were 14 an increase from 12 yesterday day. Parents had not topped up accounts .,Nelson Kageche .,Week3,Wednesday,12
Gathiruini Primary,22-01-25,Rice and Beans,290,287,287,0,0,2,2,4,0,73,88,0,0,1,1,61,64,0,290,9:40:00,12:30:00,13:30:00,,The food was delicious.,The queue was well organized with the help of the teachers on duty.,actual meals served today 287 a decrease from 288 yesterday since more students were absent today.,we had 2 failed taps today compared to 1 yesterday. These are parents who forgot to top up their accounts.,Catherine wairimu,Week3,Wednesday,3
Gathugu Primary,22-01-25,Rice and Beans,290,282,282,0,0,2,3,0,0,73,88,5,0,2,2,55,57,0,285,10:00:00,12:30:00,13:30:00,,Food was hot,Line was okay.,"Successful taps decreased from yesterdayâs 285 today 282 , pupils were absent","Failed taps decreased from yesterdayâs 7,today 3 parents topped up",,Week3,Wednesday,8
Gatina Primary,22-01-25,Rice and Beans,445,436,400,36,0,3,8,1,0,112,134,10,0,2,3,66,75,0,440,11:13:00,12:30:00,13:30:00,We project 440 tomorrow for normal turn up and some new students continues to report.,"The meal was delicious,kids really enjoyed.",line management  was well conducted by teacher on duty.,The actual meals served today was 436 lower than 443 of yesterday .Parents were not able to top up the accounts on time and some kids were absent.,Failed taps have increased from 2 to 8,DENNÄ°S KANG'ETHE,Week3,Wednesday,9
Gatitu Primary,22-01-25,Rice and Beans,365,391,359,32,0,3,7,3,3,92,110,10,0,0,0,60,75,0,395,9:19:00,12:00:00,13:30:00,We project 395 tomorrow because of new students and normal turnout.,"The meal was delicious,kids really enjoyed.",line management  was well conducted by teacher on duty.,The actual meals served today was 391  an increase from 360 of yesterday .Parents were  able to top up the accounts on time.,Failed taps have reduced from 12 to 7,David,Week3,Wednesday,-26
Giathieko Primary,22-01-25,Rice and Beans,190,181,181,0,0,2,5,0,0,48,58,10,0,2,3,66,76,0,190,12:17:00,12:40:00,13:10:00,,The food was delicious,Queues were transitioning well from class to class.,The number of successful taps reduced from 188 to 181. This was as a result of absenteeism and many failed taps.,,George,Week3,Wednesday,9
Githiga Primary,22-01-25,Rice and Beans,455,462,422,40,0,3,15,2,3,115,137,10,0,0,0,66,68,0,470,10:25:00,12:25:00,13:30:00,We project 470tomorrow because of new students and normal turnout.,"The meal was delicious,kids really enjoyed.",line management  was well conducted by teacher on duty.,The actual meals served today was 462 an increase from 453.of yesterday .Parents were  able to top up the accounts on time.,Failed taps have increased from  to 13 to 15.,Susan,Week3,Wednesday,-7
Githima Primary,22-01-25,Rice and Beans,260,252,252,0,0,2,3,0,0,66,79,0,0,2,2,70,68,0,260,10:09:00,12:35:00,13:30:00,I am projecting 260 students because I am hoping more kids will be reporting tomorrow.,The food was hot and delicious and the kids enjoyed.,Queue management was smooth with the help of the deputy headteacher.,Actual meals served are 252 which is a decrease of 1 from yesterday's successful taps which were 253.Some kids were absent today.,We had 3 failed taps which is an increase from yesterday's 1 failed tap.Some parents I reached out to were unreachable and some forgot to top up on time.,Brenda wambui kamawe,Week3,Wednesday,8
Githioro Primary,22-01-25,Rice and Beans,325,328,328,0,0,2,1,1,0,82,98,0,0,0,0,64,66,0,330,9:55:00,12:30:00,13:44:00,l'm expecting students to turn up well being the third week of the term.,The food was well prepared for the kids to enjoy.,line management was transitioning well from class to class with the help of students leaders.,Actual meals served today is 328 which is an increase from yesterday's 322 meals . Students were present.,Failed taps today was 1 a decrease from the previous day which were 7. Parents remembered to top up their accounts on time.,Delic Ndungu,Week3,Wednesday,-3
Githunguri Primary,22-01-25,Rice and Beans,470,477,438,39,0,3,14,1,1,118,142,0,0,0,0,66.7,76.7,0,475,21:55:00,12:40:00,13:38:00,I expect the number of meals to be approaching 480.,The meal was delicious.,line management  was well managed  by the teacher on duty,The actual meals served today was 477  higher than yesterday  457.,"Failed taps today were 14, lower than yesterday's 17.",Samy Migwi,Week3,Wednesday,-7
Gitombo Primary,22-01-25,Rice and Beans,170,171,171,0,0,2,0,0,0,43,52,5,0,0,0,65,68,0,173,9:05:00,12:40:00,13:15:00,Projecting 173 just in case there shall be an addition of more learners tomorrow.,The food was flavoursome.,The queue was manageable by the help of the teacher on duty.,Actual meals served today was 171  an increase of 4 from 167 yesterday due to absentees who did show up today.,Today there was 0 failed tap just as yesterday since all parents did top up their accounts on time.,Veronica Mwaura.,Week3,Wednesday,-1
Ihiga Primary,22-01-25,Rice and Beans,185,185,165,20,0,2,4,1,0,57,56,10,0,0,0,68.7,72.3,0,185,9:44:00,12:40:00,13:20:00,,Food was Enough.,Line management was Excellent with assistance from teacher on duty.,Number of Actual meals served was  185 an increase from yesterday's number which was 184.Today's turn out was higher than yesterday.,Today's Failed taps was 4 an increase from yesterday's which was 3.Parents didn't top up their accounts.,Naomi Njenga.,Week3,Wednesday,0
Ikinu Primary,22-01-25,Rice and Beans,1095,1059,1000,59,0,5,35,1,2,275,330,10,0,5,10,62,71,0,1060,0:00:00,12:40:00,13:30:00,,The food was delicious.,The TOD helped with line management.,There were 1000 Successful taps a decrease from 1030 There was a low turn up today because of diet,There was 35 failed taps a increase from 20. Some parents topped up.,"Faith,Janet",Week3,Wednesday,36
Kahunira Primary,22-01-25,Rice and Beans,785,734,663,76,0,4,11,0,2,197,237,0,0,0,0,71.4,71.4,0,760,10:08:00,12:40:00,13:40:00,"Normal school program, however we are expecting parents with insufficient funds to recharge their kids account .",Food was delicious.,Queue management  was well executed by teacher on duty.,"The actual meals served today was 734,a decrease from yesterday meals which was 775,this is as a result of lower student turn out.","Failed taps today was 11,a decrease from yesterday failed taps which was15, respective parents didn't top up on time.",Mwangi Mary,Week3,Wednesday,51
Kamondo Primary,22-01-25,Rice and Beans,360,369,342,27,0,3,16,0,0,91,109,0,0,0,0,66.1,67.1,0,365,9:09:00,12:40:00,13:30:00,,The food was tasty and arrived  early,queue was well managed by the TSM,369 actual taps arise from 358 taps previous day as more parents had topped up kids account on time,,,Week3,Wednesday,-9
Kanjai Primary,22-01-25,Rice and Beans,500,507,481,26,0,3,16,0,1,140,165,10,0,0,0,60,71,0,510,10:22:00,12:43:00,13:33:00,,food was delicious,que was well managed.,The number of Actual meal serverd has increased  490 to 507 compared to yesterday,The number of failed taps has reduced from 20 to 16 compared with yesterday,Peninah Njuguna,Week3,Wednesday,-7
Kanyore Primary,22-01-25,Rice and Beans,725,717,717,0,0,3,19,0,1,182,218,10,0,2,2,62,63,0,720,11:33:00,12:30:00,13:36:00,,The food was delicious,Queue was well managed.,The number of successful taps  reduced from 724 to 717 because some kids   were absent .,,Peter Matama Muiru,Week3,Wednesday,8
Karia Primary,22-01-25,Rice and Beans,510,537,500,37,0,3,10,0,2,128,154,0,0,0,0,64,70,0,535,10:46:00,12:40:00,13:30:00,,food was delicious,que was well managed.,The number of Actual meal serverd has increased from 526 to 537 compared to yesterday,The number of failed taps has reduced from 16 to 10 compared with yesterday,Mukami Kirima,Week3,Wednesday,-27
Kiaibabu Primary,22-01-25,Rice and Beans,285,284,284,0,0,2,7,2,0,72,86,0,0,0,0,65,68,0,285,8:54:00,12:45:00,13:40:00,We are projecting this number expecting more students to top up their accounts.,food was delicious,queuing was done with moderation  assisted by the TOD,actual meals served were 284 an increase of 1 from yesterday 283.this is due to some parents  topping up on time.,"we had 7 failed taps compared to 2 failed taps previous day, an increase of 5. Some parents did not   manage to pay on time.",John kimani,Week3,Wednesday,1
Kiairia Primary,22-01-25,Rice and Beans,215,216,198,18,0,2,7,0,2,54,65,0,0,0,0,60,66.1,0,220,10:33:00,12:40:00,13:20:00,,*The food was palatable  kids enjoyed.,*Queue was orderly and well managed by TSM.,*Actual meals served today was 216 a higher number compared to yesterday's which was 211.,"We had 7 failed taps, a higher number compared to yesterday's  which was 3 .parents had not topped up.",,Week3,Wednesday,-1
Kiambururu Primary,22-01-25,Rice and Beans,310,307,276,31,0,3,5,0,0,78,94,10,0,1,1,62.1,80.1,0,310,11:50:00,12:40:00,13:20:00,,*The food was savoury,*Queues were orderly and well managed by tsm,*The number of actual meals was 307 a higher number in comparison to yesterday's actual meals that were 306.Most of the kids reported to school,We had 5 failed taps a higher number compared to yesterday's failed taps that were 4. The parents had not topped up their accounts .,,Week3,Wednesday,3
Kiawaiguru Primary,22-01-25,Rice and Beans,220,217,217,0,0,2,5,3,0,56,67,5,0,1,1,69,67,0,220,9:20:00,12:40:00,13:15:00,We are projecting 220 as we expect the students who had failed taps to top up,The food was warm and enough,queuing was done with moderation and order of grades,"*Today's successful  taps was 217 compared to yesterday's  218, a decrease of 1 as parents had not topped up",Today we had 5 failed taps compared to yesterday's  2 as parents failed to top up,DAVID NDUNG'U KINYANJUI,Week3,Wednesday,3
Kiawairia Primary,22-01-25,Rice and Beans,120,128,128,0,0,2,6,1,0,31,37,5,0,0,0,68,69,0,130,9:35:00,12:10:00,13:10:00,We are projecting this number expecting more students to come back to school and more parents to top up their accounts.,food was delicious,queuing was done with moderation  assisted by the TOD,"Tapped successful 128 compared to successful 117 previous day, an increase. More students were present today.",we had 6 failed taps compared to 2 failed taps previous day. parents who forgot to top up the accounts.,John Mugo,Week3,Wednesday,-8
Kibichoi Primary,22-01-25,Rice and Beans,235,238,238,1,0,2,5,0,0,58,78,5,0,0,0,60,71,0,240,10:30:00,12:50:00,13:20:00,"We are projecting 240, We are expecting kids to turn up well and also hoping that the number of failed taps will reduce.",food was delicious,queue management was transitioning from class to class.,"We had 238 actual meals served compared to yesterday where we had 231,this increase was led by kids reporting well to school across all grades.","We had 4 failed taps compared to yesterday where we had 5,this was is because parents forgot to top up their accounts.",Beth Kabura,Week3,Wednesday,-3
Kigumo Primary,22-01-25,Rice and Beans,240,239,238,1,0,2,6,0,0,61,73,5,0,0,0,60,71,0,240,9:17:00,12:40:00,13:24:00,"We are projecting 240, We are expecting kids to turn up well and also hoping that the number of failed taps will reduce.",food was delicious,queue management was orderly assisted by the teacher on duty.,"We had 239 actual meals served compared to yesterday where we had 230,this increase was led by kids reporting well to school across all grades.","We had 6 failed taps compared to yesterday where we had 11, this decrease was led by parents topping up their accounts.",James Marigono,Week3,Wednesday,1
Kihuririo Primary,22-01-25,Rice and Beans,535,534,534,0,0,3,9,1,0,135,161,10,0,0,0,66,68,0,540,9:34:00,12:50:00,13:40:00,,"The food was  well prepared,hot and delicious.",The  Tod helped with line  management.,There were  534 successful taps  increase from 533 many studens reported.,there were 9 failed taps  increase from 1 some students were absent yesterday and parents  didn't top up on time.,Anne wairimu,Week3,Wednesday,1
Kindiga Primary,22-01-25,Rice and Beans,170,164,153,11,0,2,4,0,0,42,52,0,0,0,1,59.9,74.1,0,170,12:08:00,12:40:00,13:05:00,,"The food was delicious, And hot.",Queue management was well executed by the TOD,The number of actual meals served was 164 an decrease from 166 meals compared to yesterday's Report The Failed Taps increased.,The number of failed taps  was 4 an increase from  2 Failed Taps due to insufficient balance.,Benard Thuo.,Week3,Wednesday,6
Komothai Primary,22-01-25,Rice and Beans,200,200,200,0,0,2,1,1,0,51,61,0,0,0,0,62,76,0,205,9:14:00,12:30:00,13:15:00,l'm expecting students to turn up well being the third week of the term.,The food was well prepared for the kids to enjoy.,line management was smooth but the jss were sluggish today.,Actual meals served today is 200 which is an increase from yesterday's 198 meals . Students were present.,Failed taps today was 1 a decrease from the previous day which were 3. Parents remembered to top up their accounts on time.,Jane Wanjiru,Week3,Wednesday,0
Lioki Primary,22-01-25,Rice and Beans,195,198,177,21,0,2,11,1,1,49,59,10,0,0,0,65.8,68.7,0,200,10:57:00,12:30:00,13:30:00,projection is 200 as parents are reminded to continue topping up their accounts,The food was delicious,The queues were well organized .,the number of actual meals served today is198 from 197.parents topped up their accounts.,failed taps number is 11  from 16. A drop as parents topped up .,,Week3,Wednesday,-3
Mathanja Primary,22-01-25,Rice and Beans,155,151,151,0,0,2,6,0,0,39,47,10,0,1,1,61,69,0,155,11:57:00,12:40:00,13:05:00,am projecting that number because I expect all absentees to show up tomorrow and parents with failed taps to top up their accounts tomorrow.,food was delicious,queue was transitioning well from class to class.,we had 151 successful taps a decrease by 3 compared to yesterday since some kids were absent today.,we had 6 failed taps a decrease by 2 compared to yesterday since some parents remembered to top up on time. I also encouraged kids to remind their parents to top up.,Caroline kirii,Week3,Wednesday,4
Matuguta Primary,22-01-25,Rice and Beans,510,519,479,40,0,3,2,1,4,128,154,10,0,0,0,61.9,70.6,0,510,10:06:00,12:40:00,13:30:00,,food was delicious,Line management was good. Helped by the teacher on duty.,The number of Actual meal served was 519 an increase from 501.This was because most students were present in school.,The number of failed taps was 2 a decrease from 6.This was because some parents hadn't topped up their accounts. Reminded the kids to remind their parents to top up.,Haron Muiruri,Week3,Wednesday,-9
Miguta Primary,22-01-25,Rice and Beans,310,307,280,27,0,2,9,0,1,78,94,0,0,0.75,0,64,72,0,310,10:33:00,12:50:00,13:30:00,"We have resumed normalcy operations, we expect high numbers.",The food was hot and delicious.,The queue was well managed without the teacher's help.,"Actual meals were 307 a drop from yesterday's 311 taps, most parents did not top up their accounts.","We had 9 failed taps an increase from yesterday's 3 taps, parents had not topped up their accounts.",Anastacia Njoroge,Week3,Wednesday,3
Miiri Primary,22-01-25,Rice and Beans,430,413,385,28,0,3,26,1,0,108,130,10,0,0,4,69,79,0,425,9:30:00,12:30:00,13:50:00,,The food was delicious.,I efficiently managed queue operations.,Actual meals dropped  to 413 from 425 as parents had paid on time.,"Failed taps increased to 26 from 24 , as parents had not paid on time.",,Week3,Wednesday,17
Mitahato Primary,22-01-25,Rice and Beans,310,306,306,0,0,2,4,0,0,78,94,0,0,0,0,60,65,0,310,11:40:00,12:40:00,13:20:00,,The food was delicious.,The TOD helped with line management.,There were 306 Successful taps a rise from 305. There was a higher turn up today.,There was 4 failed taps a decrease from 14. Some parents topped up.,Joseph Kariuki,Week3,Wednesday,4
Mukubu Primary,22-01-25,Rice and Beans,260,267,267,0,0,2,4,0,0,66,79,10,0,0,0,62.6,72.6,0,270,11:09:00,12:15:00,13:30:00,,The food was  hot and delicious.,queue management was great was assisted by prefects,There were 267Successful taps an increase from previous taps 261the kids are turning up well.,There was 4failed taps a decrease from previous taps 8taps.am doing the follow up to ensure I have zero failed taps,Ruth kimani,Week3,Wednesday,-7
Ndireti Primary,22-01-25,Rice and Beans,245,234,234,0,0,2,4,1,0,62,74,10,0,3,4,68,72,0,240,12:00:00,12:25:00,13:50:00,,Food was delicious.,Queue was manageable.,*Our Actual meals served decreased  from  243 to 234.,Our failed taps dereased from 8 of yesterday to  5 of today.,Sharon wanjiku,Week3,Wednesday,11
Ngemwa Primary,22-01-25,Rice and Beans,265,270,247,23,0,2,3,0,1,67,80,0,0,0,0,65,72,0,270,8:41:00,12:40:00,13:40:00,I am projecting this number because I'm hopeful that the turn up will still be good.,The food was delicious.,The line management was successful.,Numbers of actual meals served is still at 270. The kids are turning up well.,Failed taps still at 3. Parents are not topping up despite reminding them to.,Lucy Njoki,Week3,Wednesday,-5
Ngewa Primary,22-01-25,Rice and Beans,350,347,347,0,0,2,3,0,2,88,106,10,0,1,1,68,66,0,350,11:00:00,12:30:00,13:20:00,we are expecting more students to attend school .,The food was delicious.,The queue was well organized with the help of the teachers on duty.,Actual meals served today is 347 which is equal compared to  yesterday which was 347. We are expecting an increase in numbers since more students are reporting to the school.,There were 3 failed taps today which is a decrease from 8 failed taps yesterday. I reminded respective parents to top up their accounts.,Eric Muriithi,Week3,Wednesday,3
Njunu Primary,22-01-25,Rice and Beans,265,271,271,0,0,2,1,0,0,67,80,10,0,0,0,60,75,0,275,11:40:00,12:20:00,13:20:00,,Food was sweet and delicious,Queuing  was well managed without  assistance,successful taps were 271 an increase of 8 taps from yesterday's  263 successful taps,1 failed tap decrease of 2 taps from  yesterday's 3 failed taps,Samuel Kago,Week3,Wednesday,-6
Nyaga Primary,22-01-25,Rice and Beans,600,602,602,0,0,3,16,2,0,151,181,0,0,0,0,65,65,0,600,10:40:00,12:10:00,13:50:00,"We are projecting 600, grade 7 are slowly being admitted and also hoping the number of failed taps to reduce",Food was okay,Queue management was orderly assisted by the teacher on duty,We had 602 actual meals served compared to 600 of yesterday. Absent students reported back.,We had 16 failed taps compared to 13 of yesterday. Parents failed to top up.,Erick Murage,Week3,Wednesday,-2
Riamute Primary,22-01-25,Rice and Beans,355,347,321,26,0,3,22,1,0,90,107,10,0,6,5,65,70,0,360,9:54:00,12:20:00,13:30:00,,*The food was delicious and hot.,Queues were orderly and organised with the help of TOD,*The number of actual taps was 347 a lower number than previous day which was 353.,We had 22 failed taps today a higher number than previous day which was 14 as the parent didn't top up their account.,,Week3,Wednesday,8
Thuita Primary,22-01-25,Rice and Beans,250,256,256,0,0,2,2,0,1,63,76,5,0,0,0,60,67,0,260,10:53:00,12:20:00,13:20:00,Projecting this number because I hope those with failed taps will top up.,The food was delicious,I properly managed the queue without assistance.,The number of actual meals increased from 248 to 256 .This is because most parents paid on time and the absentees reported back to school.,The number of failed taps decreased from 8 to 2. I reminded most of them to pay but only,Tabitha Gachi,Week3,Wednesday,-6
Ak Magugu Primary,23-01-25,Masala Rice and Western,450,450,417,33,0,3,16,0,0,113,136,10,0,0,0,67.1,61.1,0,440,9:20:00,12:20:00,13:20:00,,The food was delicious.,"The queues were orderly, especially with the help of the teacher on duty.",The number of actual meals reduced from 451  to 450. Some kids were absent,The number of failed taps  reduced from 20 to 16 .Respective parents had not topped up their account .,Margaret  Maigua and Mercy Njiri.,Week3,Thursday,0
Gataka Primary,23-01-25,Masala Rice and Western,295,299,274,25,0,2,12,0,1,74,89,10,0,0,0,67,64,0,300,10:36:00,12:38:00,13:35:00,,The food was delicious.,The teacher on duty helped with line management.,The total number of actual meals  rose from 293 to 299.More  parents paid for their kids on time.,The number of failed taps rose from 5 to 12. We reminded kids to request  their parents to top up their accounts.,Esther  Wanjiru  Kimani,Week3,Thursday,-4
Gathaithi Primary,23-01-25,Masala Rice and Western,585,581,521,60,0,3,19,0,0,147,176,10,0,0,0,63,76.1,0,585,8:42:00,12:35:00,13:35:00,We encouraged kids with failed taps to remind their parents to top up.,The food was delicious.,Teacher on duty assisted with queue management .,The number of actual meals served was 581 an increase from 580. Most accounts had been topped up.,Failed taps was 19 an increase from 12 as parents failed to top up on time.,Jane Wanjiru,Week3,Thursday,4
Gathangari Primary,23-01-25,Masala Rice and Western,455,438,438,0,0,3,3,0,1,115,137,10,0,4,5,70,65,0,440,11:20:00,12:00:00,13:20:00,,The food was tasty,queue management was good with the help of the teacher on duty.,successful taps decreased from 454 to 438. Most of the pupils were absent today especially ECDE.,failed taps increased from 2 to 3. We were unable to reach the parents.,,Week3,Thursday,17
Gathanji Primary,23-01-25,Masala Rice and Western,370,378,350,28,0,3,13,0,0,93,112,0,0,0,0,62.3,64.1,0,380,9:36:00,12:30:00,13:40:00,,The Meal was delicious.,line management  was well maintained by the Teacher on duty .,The actual meals served today was 378 compared to 368 yesterday . Those who were absent yesterday were present today .,Failed taps today were 13 a decrease from 14 yesterday . Parents had  topped up accounts .,Nelson Kageche .,Week3,Thursday,-8
Gathiruini Primary,23-01-25,Masala Rice and Western,290,294,294,0,0,2,1,0,0,73,88,0,0,0,0,65,64,0,295,9:24:00,12:30:00,13:35:00,,The food was delicious.,The queue was well organized with the help of the teachers on duty.,actual meals served today were 294 an  increase from 288 this is because most students were present today,we had 1 failed taps today compared to 2 yesterday. Parent didn't top the account on time,Catherine wairimu,Week3,Thursday,-4
Gathugu Primary,23-01-25,Masala Rice and Western,285,272,272,0,0,2,5,1,0,72,86,11,0,3,4,54,55,0,280,9:50:00,12:30:00,13:30:00,,Food was hot,Line was okay,"Successful taps decreased from yesterdayâs 282, today 272 pupils were absent","Failed taps increased from yesterdayâs 3 today 5, parents didnât pay",,Week3,Thursday,13
Gatina Primary,23-01-25,Masala Rice and Western,440,436,397,39,0,3,10,0,1,111,133,10,0,1,1,71,70,0,440,11:05:00,12:30:00,13:33:00,,The food was yummy.,Queue management was well executed by the TSM and TOD.,The number of actual meals served was 436 a constant number to yesterday's actual meals that were 436. This was due to an increase in failed taps.,The number of failed taps  was 10 a higher number compared to yesterday's failed taps that were 8.The parents had not topped up.,,Week3,Thursday,4
Gatitu Primary,23-01-25,Masala Rice and Western,390,379,347,32,0,3,10,2,0,98,118,10,0,0,0,70,69,0,385,9:06:00,12:20:00,13:30:00,We are projecting 385 as we expect students with failed taps to top up their accounts,The food was warm and well cooked,queuing was done with moderation .,"*Today's successful  taps was 379 compared to yesterday's  391, student prefer beans than Western",Today we had 10 failed taps an increase from yesterday's 7. as some parents had not topped up,DAVID,Week3,Thursday,11
Giathieko Primary,23-01-25,Masala Rice and Western,185,188,188,0,0,2,2,0,1,47,56,0,0,0,0,66,76,0,190,12:00:00,12:40:00,13:10:00,,The food was delicious,Queues were transitioning well from class to class.,The number of successful taps increased from 181 to 188 as more kids were present today.,,George,Week3,Thursday,-3
Githiga Primary,23-01-25,Masala Rice and Western,470,456,414,42,0,3,12,0,0,118,142,10,0,2,3,65,67,0,450,10:02:00,12:30:00,13:45:00,,Food was hot and tasty.,I managed the lines.Students queued from lower classes to upper classes.,Number of Actual meals served was  456  a decrease from 462.Turnout was low.,Today's Failed taps was 12 a decrease from yesterday's which was 15.Parents did top up.,Susan,Week3,Thursday,14
Githima Primary,23-01-25,Masala Rice and Western,255,252,252,0,0,2,2,1,0,64,77,5,0,1,1,70,68,0,255,9:54:00,12:38:00,13:30:00,I am projecting 255 students because I am hoping more kids will be reporting tomorrow.,The food was hot and delicious and the kids enjoyed.,Queue management was smooth with the help of the deputy headteacher.,Actual meals served are 252 which is the same as yesterday's successful taps which were 252.Kids turned out as expected.,We had 2 failed taps which is a derease from yesterday's 3 failed taps.Some parents I reached out to were unreachable.,Brenda wambui kamawe,Week3,Thursday,3
Githioro Primary,23-01-25,Masala Rice and Western,330,328,328,0,0,2,8,2,0,83,100,5,0,1,1,64,65,0,330,9:35:00,12:35:00,13:40:00,We are projecting this number expecting more students to come back to school and more parents to top up their accounts.,food was delicious,queuing was done with moderation  assisted by the TOD,Tapped successful 328 equal to successful 328 previous day. Some students were absent today.,we had 8 failed taps compared to 1 failed taps previous day an increase some parents forgot to top up the accounts.,Delic Chege,Week3,Thursday,2
Githunguri Primary,23-01-25,Masala Rice and Western,475,467,423,44,0,3,19,2,3,120,143,10,0,2,3,72.1,69,0,470,10:40:00,12:45:00,13:30:00,,The food was  delicious.,I was the one managing the line.,The number of actual meals served was  467 a lower number compared to yesterday's actual meals that were 477.,The number of failed taps  was 19 an increase  from yesterday's 14. I have been reminding kids with 0 balance to remind their parents to top up.,Samy Migwi.,Week3,Thursday,8
Gitombo Primary,23-01-25,Masala Rice and Western,170,169,169,0,0,2,1,0,0,43,52,5,0,0,0,65,68,0,173,8:47:00,12:40:00,13:15:00,Projecting 173 just in case all learners shall be present tomorrow.,The food was flavoursome.,The queue was manageable by the help of the teacher on duty.,Actual meals served today was 169  a decrease of 2 from 171 yesterday's due to absentism.,Today there was 1 failed tap an increase of 1 from 0 yesterday's whose parent failed to top up his account on time.,Veronica Mwaura.,Week3,Thursday,1
Ihiga Primary,23-01-25,Masala Rice and Western,185,185,166,19,0,2,3,0,0,47,56,0,0,0,0,68.3,74.6,0,185,9:24:00,12:40:00,13:15:00,,Food was hot and tasty.,I managed the lines.Students queued from lower classes to upper classes.,Number of Actual meals served was  185 the same as  yesterday's number which was 185.,Today's Failed taps was 3 a decrease from yesterday's which was 4.Parents didn't top up.,Naomi Njenga.,Week3,Thursday,0
Ikinu Primary,23-01-25,Masala Rice and Western,1070,1066,1007,59,0,6,32,1,5,269,323,17,0,0,0,64,78,0,1000,12:00:00,12:40:00,13:40:00,,The food was delicious.,The queue management was well conducted by tsm.,"There were 1007 successful taps, an increase from 1059. Parents topped up.",failed taps  reduced  from 35 to 32 .parents did not top up. I urged pupils to remind their parents to top up.,"Janet, Elizabeth and Immaculate",Week3,Thursday,4
Kahunira Primary,23-01-25,Masala Rice and Western,760,768,692,76,0,4,21,0,3,191,229,15,0,0,0,64.3,79.3,0,770,10:06:00,12:40:00,13:40:00,Normal school program.,Food was delicious.,Queue management  was well executed by teacher on duty.,"The actual meals served today was 768, an increase from yesterday meals which was 734,this is as a result of increased student turn out.","Failed taps today was 21,an increase from yesterday failed taps which was11, respective parents didn't top up on time.",Mwangi Mary,Week3,Thursday,-8
